,city,position,salary_raw,skills,experience_raw,education_raw,job_type,headcount,company_address,updated_date,salary_avg,salary_outlier_flag,education_clean,experience_years,company_id
0,北京,人工智能开发工程师,1.2-1.5万·13薪,"['深度学习', '机器学习']",3-5年,本科,全职,1,北京·海淀·花园路,2025/4/1,13500.0,0,本科,4.0,30625
1,北京,,2-3.5万,[],经验不限,硕士,全职,30,北京·海淀,2025/4/1,27500.0,0,硕士,,30627
2,北京,AI人工智能算法工程师,2-4万,"['深度学习', '机器学习', '大模型算法']",经验不限,硕士,全职,1,北京·大兴·博兴,2025/4/1,30000.0,0,硕士,,30628
3,北京,人工智能研究员2025SBZ01,2-2.5万,['人工智能'],1-3年,硕士,全职,1,北京·海淀·花园路,2025/4/1,22500.0,0,硕士,2.0,30626
4,北京,城市合伙人（AI人工智能）,5-10万,[],经验不限,学历不限,全职,10,北京·海淀,2025/3/5,75000.0,1,学历不限,,30629
5,北京,数据分析师（大厂项目，稳定待遇好）,1-1.6万,[],经验不限,本科,全职,5,北京·海淀·马连洼,2025/3/19,13000.0,0,本科,,30630
6,北京,人工智能技术研究员,1-1.5万,[],3-5年,硕士,全职,1,北京·海淀·花园路,2025/4/1,12500.0,0,硕士,4.0,30626
7,北京,数据分析师,1.1-1.5万,"['报表开发', '数据挖掘']",3-5年,本科,全职,2,北京·海淀,2025/2/25,13000.0,0,本科,4.0,30631
8,北京,主数据工程师（人工智能部）,面议,['数据治理'],3-5年,本科,全职,2,北京·昌平·北七家,2025/1/2,,0,本科,4.0,30632
9,北京,人工智能算法与评测研究员25SLH10,1.7-1.9万,[],1-3年,硕士,全职,1,北京·海淀·花园路,2025/4/1,18000.0,0,硕士,2.0,30626
10,北京,,2.5-5万,['大模型'],5-10年,本科,全职,3,北京·海淀·上地,2025/3/25,37500.0,0,本科,7.5,30633
11,北京,数据处理技术员,7000-10000元·13薪,"['数据治理', '数据挖掘', 'Python']",经验不限,大专,全职,3,北京·海淀·西北旺,2024/12/30,8500.0,0,大专,,30634
12,北京,人工智能软件算法研究员,1.5-2万,"['深度学习', '机器学习']",1-3年,硕士,全职,1,北京·海淀·花园路,2025/4/1,17500.0,0,硕士,2.0,30626
13,北京,数据治理工程师（人工智能部）,面议,['数据治理'],3-5年,本科,全职,2,北京·昌平·北七家,2025/1/2,,0,本科,4.0,30632
14,北京,人工智能软硬件开发工程师,1.5-2万,[],1-3年,硕士,全职,1,北京·海淀·花园路,2025/4/1,17500.0,0,硕士,2.0,30626
15,北京,人工智能行业研究岗,1-2万,[],3-5年,硕士,全职,2,北京·海淀·万寿路,2025/3/5,15000.0,0,硕士,4.0,30635
16,北京,数据分析岗,1-2万,['Python'],3-5年,本科,全职,1,北京·东城·东华门,2025/1/21,15000.0,0,本科,4.0,30636
17,北京,数据分析师,7000-11000元,"['数据挖掘', '数据治理', 'Sql', 'Python', 'R语言']",经验不限,本科,全职,10,北京·海淀·马连洼,2025/3/19,9000.0,0,本科,,30630
18,北京,IT技术支持（桌面运维）+人工智能上市企业,1-1.2万,['桌面运维'],3-5年,本科,全职,1,北京·海淀·上地,2025/3/27,11000.0,0,本科,4.0,30637
19,北京,ai人工智能软件实施,1-1.5万,['软件实施'],1-3年,本科,全职,1,北京·海淀,2025/4/1,12500.0,0,本科,2.0,30638
20,北京,数据分析工程师（深度学习 机器学习）,1.3-2.5万,"['深度学习', '机器学习']",经验不限,本科,全职,1,北京·海淀·马连洼,2025/3/31,19000.0,0,本科,,30639
21,北京,投资合伙人,5-10万,[],经验不限,学历不限,全职,6,北京·海淀,2025/2/8,75000.0,1,学历不限,,30629
22,北京,标准化领域人工智能应用后端开发岗,1.2-1.5万,"['Java', 'PostgreSQL', 'MySQL']",经验不限,本科,全职,3,北京·海淀·北太平庄,2025/3/13,13500.0,0,本科,,30640
23,北京,人事专员（招聘方向）,8000-15000元·13薪,"['社会招聘', '销售岗招聘', '职能岗招聘', '技术岗招聘']",1-3年,本科,全职,1,北京·石景山·古城,2025/3/24,11500.0,0,本科,2.0,30641
24,北京,城市合伙人（AI人工智能）,5-10万,[],经验不限,学历不限,全职,10,北京·朝阳·建外,2025/3/5,75000.0,1,学历不限,,30629
25,北京,AI算法专家,5-9万·14薪,"['自然语言处理', 'Python', '大模型算法', '教育行业']",经验不限,本科,全职,1,北京·海淀·上地,2025/3/21,70000.0,1,本科,,30642
26,北京,ai人工智能算法工程师可应届可小白,8000-15000元,"['机器学习', '图像算法', '语音识别']",无经验,本科,全职,1,北京·海淀·中关村,2025/3/29,11500.0,0,本科,0.0,30643
27,北京,人工智能产业应用研究员,1.5-2万,[],3-5年,硕士,全职,1,北京·海淀·花园路,2025/4/1,17500.0,0,硕士,4.0,30626
28,北京,数据分析师,1-1.5万·13薪,"['数据治理', '数据挖掘', 'Python', 'Power BI', 'SQL', 'BI工具', '数据运营']",1-3年,本科,全职,1,北京·西城·广安门内,2025/3/10,12500.0,0,本科,2.0,30644
29,北京,人工智能应用产品经理,1.9-2.3万,['智能机器人'],1-3年,本科,全职,1,北京·丰台·右安门,2025/1/3,20999.0,0,本科,2.0,30645
30,北京,跨境网络案件人工智能大数据分析师,1.1-2.2万·14薪,[],经验不限,学历不限,全职,1,北京·朝阳,2024/12/22,16500.0,0,学历不限,,30646
31,北京,AI 研发工程师,1-1.5万,[],1-3年,本科,全职,1,北京·朝阳·奥运村,2025/3/31,12500.0,0,本科,2.0,30647
32,北京,Python软件工程师(大语言模型部署),1.5-3万,[],3-5年,本科,全职,1,北京·海淀·花园路,2025/3/29,22500.0,0,本科,4.0,30648
33,北京,人工智能分析及大模型研究员,1.2-1.6万,[],经验不限,本科,全职,2,北京·丰台·丰台街道,2025/2/21,14000.0,0,本科,,30649
34,北京,数据分析师+双休,7000-12000元·13薪,[],经验不限,本科,全职,10,北京·东城·北新桥,2025/3/5,9500.0,0,本科,,30650
35,北京,nlp算法工程师,1.5-2万,"['文本生成', 'LANGCHAIN', 'LLAMAINDEX', '对话系统', 'Python', '算法工程化']",1-3年,本科,全职,1,北京·昌平·北七家,2025/1/22,17500.0,0,本科,2.0,30647
36,北京,人工智能技术产业分析及生态运营岗,1.5-2万,[],1-3年,硕士,全职,1,北京·海淀·花园路,2025/4/1,17500.0,0,硕士,2.0,30626
37,北京,人工智能研究员,1.4-2万,['金融机构'],1-3年,硕士,全职,1,北京·海淀·甘家口,2025/3/13,17000.0,0,硕士,2.0,30651
38,北京,python爬虫工程师,1-1.2万,"['Python', 'Java', '数据采集', '数据清洗', '爬虫开发']",1年以下,本科,全职,1,北京·海淀·海淀街道,2024/8/16,11000.0,0,本科,,30652
39,北京,数据分析师,1.2-1.8万·15薪,"['数据分析', '数据统计']",经验不限,本科,全职,1,北京·朝阳·朝外,2025/3/22,15000.0,0,本科,,30653
